"Subject" "zMU" "zBinding" "zOpSp" "zSenSp" "zPC" "zM" "zPS" "zC"
72 -0.725278636421352 -2.33816769269576 -1.70261901499851 0.0421877348818625 -1.48952319925719 -0.780355067466256 0.0264976864492265 0.0251996032793716
73 -1.89005659524967 -1.4955709946843 -1.47093842530453 -1.4163562360091 -1.53585768067766 -0.92000164812311 -0.998838883467714 0.455611696704985
74 0.774647704186957 0.799133907911809 1.21470301662107 0.750623375193347 -0.670947360828886 -1.47858797075052 -1.46464662941907 -1.50419803535964
75 -1.24173678699767 -1.92247833974408 -3.23356437673116 -4.29284001683446 -2.33196831599301 -1.89752771272108 -2.02417545338465 -2.55727295727431
76 -1.13185207474035 -0.19802194080491 0.0887353363460054 -0.227081920868362 -0.904023843125796 -0.640708486809403 -1.09255996148195 -0.309087122614521
77 0.697728402639942 0.0930229245133397 1.03955248779984 0.364883903325818 0.570255111161892 1.50007359466016 1.00567312838901 -0.118271094529166
78 -0.0604761178693844 0.529278609417544 0.123024059113507 0.528369056268269 0.149032552793981 -0.686791858426165 0.26010097045486 0.217450338342813
79 NA NA NA NA NA NA NA NA
80 -1.21426561140575 NA -1.39402046338419 -0.0721450158808402 -0.201986245845945 0.290734206171808 0.493704254460493 0.312140998896447
81 -0.565945798208935 -0.603116510344592 -0.818525872022045 -0.708989125009046 -0.201986245845945 0.243254368748477 -0.579192265493523 -0.118271094529166
82 -0.258268601910497 -0.114510143251884 0.00764712790969032 -0.401252373656863 0.311905275362906 -0.826438439083018 -0.672913343507759 -0.692153885763317
83 0.609820630856156 0.466956361238274 0.0354487947028894 0.558287903915298 1.27229270844174 1.03505048107284 -0.812795549499156 0.312140998896447
84 -0.258268601910497 0.560439724782065 -0.611866778938936 -0.758141520457054 0.0310902364509654 0.0575244164748628 1.1455553343804 0.695207762045243
85 0.890026651562669 -0.436716123934655 0.285200475986136 0.848928166089363 0.592720314274846 0.709673948142368 0.819629794420448 -0.118271094529166
86 0.549384039609108 0.571034508194056 0.197625211575518 0.0518045054164809 0.382109035090891 -0.036038792565229 1.1455553343804 -0.499903150699876
87 -1.02746159760141 -0.270938963671057 0.320415926039982 -0.639534652448628 0.0788287930659957 1.0811338526896 0.63358646045189 -0.979095281380393
88 0.714211107995097 0.404634121784118 0.484909146532594 0.24413997669453 -0.460336081644931 -1.19929480943682 0.074057636486302 0.360921036151351
89 -0.219808951136989 -0.416149783257012 0.0377656041612227 0.135149872488982 0.500051351433906 -1.33894139009367 -1.23244216747335 -0.212961755082801
90 NA NA NA NA NA NA NA NA
91 -1.70325258144533 -1.53857333702838 -1.78556066633081 0.343513296901977 -2.3080990376855 -1.19929480943682 -0.858956677476317 -1.93461012878525
92 1.20319808297949 -0.135699701350754 0.394553717777997 0.518752279001909 -0.17952104273299 0.0114410448581015 -0.905117805453478 -0.979095281380393
93 0.318626139912873 1.0278565337759 -0.316705705835568 -0.327523777118981 0.265570793942436 -0.640708486809403 0.306262098432021 1.55603194889647
94 0.697728402639942 0.986100626274276 0.749025027774788 0.506998449844429 0.803331593458802 0.616110739102276 -0.0658245695050951 -1.93461012878525
95 NA NA NA NA NA NA NA NA
96 -0.115418473998047 -0.260967406405406 0.832430039831086 -0.0058961379864561 -1.39545016122169 -1.52467134236728 0.0264976864492265 1.02949448793914
97 0.944969007691332 0.799133907911809 0.628551116930308 0.77413104024005 1.62331150708167 -0.175685373222082 0.166379892440624 0.838678459853781
98 -1.96697589679669 -2.36870559063905 -1.28235041797235 -1.95916967148701 -1.02196615946881 -0.315331953878935 -1.8381321194161 -2.50849292001941
99 -1.76368917763719 -2.57623864967916 0.732344024195858 0.839311395554744 0.10129399617895 -1.29285801847691 0.074057636486302 -1.93461012878525
100 0.450487797588552 -1.50678899551752 -0.767092779113266 0.119121919354037 0.476182073126391 0.941487272032743 0.63358646045189 0.121324970811092
101 -1.91752777578641 -1.83958975961228 -0.0544432733277115 0.555082315981005 -1.16237367892478 0.570027367485514 -0.0196634415279343 0.551737064236706
102 NA NA NA NA NA NA NA NA
104 -0.0934415335245069 -0.0833490191622491 -0.295854449902318 -0.0956526876592834 -0.0391135232770198 -0.175685373222082 -0.485471187479286 1.74684797698183
105 0.796624644660498 0.92377838682012 1.36761221317542 0.870298779244945 1.22455415182671 0.382900949405331 1.23927641239464 1.65215731642819
106 -2.40651475077081 NA -0.970508341290048 -1.86193340317069 -2.21543007484456 -0.175685373222082 0.120218764463463 -1.69644877042308
107 -0.653853569992721 0.0930229245133397 0.039619047057209 -0.0251296790556936 0.10129399617895 -0.454978534535789 -1.8381321194161 -0.54868318795478
108 -2.15377991060103 -1.93307312315607 -3.82527661678659 -4.75765073179703 -0.5066705630654 -0.873918276506348 -1.93185319743033 0.455611696704985
109 1.27462314940812 0.778567567234166 0.577118024021529 0.913039992092627 0.827200871766317 0.616110739102276 0.725908716406212 0.121324970811092
110 0.714211107995097 0.872050930777956 0.115146920967214 0.0528730347279117 1.62331150708167 1.3604270140033 1.51904082437743 0.312140998896447
111 0.609820630856156 0.747406451869645 -0.0984625829758431 0.279401477630455 0.803331593458802 1.40790685142663 -0.393148931524965 0.168670301087909
112 0.291154964320947 1.0278565337759 -0.854668043523884 0.45891457697611 0.195367034214451 1.87292996501395 0.913350872434684 0.26479566861963
113 1.15374996196921 0.62276196423622 0.950587141217232 1.01989303094357 0.125163274486466 -0.175685373222082 -0.205706775496492 0.695207762045243
114 0.697728402639942 0.0406722423248352 0.417721777331229 -0.477118035549348 -1.18483888203774 -2.0832576649947 -1.18488221743627 -0.979095281380393
115 1.09331337072217 0.570411282047715 1.28976752980708 0.816872259819473 -0.600743601100901 -0.221768744838844 -0.205706775496492 0.0251996032793716
116 1.28561161964489 0.92377838682012 0.896373883964474 1.10537545663893 0.0549595147584805 0.570027367485514 -1.04500001144487 -1.12256597918893
117 0.593337925501001 0.300555983553449 0.366752045146447 0.635222095119214 0.851070150073832 -0.640708486809403 -0.952677755490553 -0.452557820423059
118 1.45593292314927 -0.374393884480499 0.401967495200293 1.04126363736741 0.827200871766317 0.755757319759129 0.819629794420448 0.838678459853781
119 -1.02746159760141 -0.312071645026343 -0.719829938558807 -2.60456202183841 0.149032552793981 0.0114410448581015 -0.625353393470683 0.455611696704985
120 -0.0220164670958765 -0.38498866789249 0.481202260740621 0.737801009992694 -0.22585552415346 -0.50106190615255 -0.905117805453478 -0.930315244125489
121 NA NA NA NA NA NA NA NA
122 0.97244018822807 0.695678987102367 1.03352879254953 0.74207513397016 -0.436466803337415 -1.94361108433784 -0.439310059502125 -0.118271094529166
123 0.208741427655546 0.601572406137351 0.78609392072462 0.775199569551481 1.64577671019462 0.290734206171808 -0.205706775496492 0.121324970811092
124 0.159293306645268 0.62276196423622 0.222646719863089 0.501655796555533 0.851070150073832 -0.547145277769311 1.89252631437446 1.74684797698183
125 1.23616349863462 0.435795245873753 0.509930654820164 0.635222095119214 0.616589592582362 0.430380786828661 1.4253197463632 1.45990658136475
126 0.615314865974541 0.560439724782065 0.0975391959402913 0.501655796555533 1.01394287264276 0.197170997131716 0.074057636486302 -0.0221457269974456
127 1.5273579895779 0.986100626274276 1.12434758786648 0.768788386951155 1.27229270844174 -0.0821221641819904 0.166379892440624 -0.930315244125489
128 -0.978013476591127 -0.550765828156088 0.561363747728943 0.784816346817841 -1.13850440061727 -0.315331953878935 0.213939842477699 -0.0221457269974456
129 -0.697807455884614 0.0207291190684193 0.447376892858766 0.534780238868596 -0.811354880284856 -1.47858797075052 -1.32476442342767 -0.452557820423059
130 0.170281776882039 0.695678987102367 0.876449355317568 0.848928166089363 0.686793352310347 1.3604270140033 0.63358646045189 -0.165616424805983
131 1.1207845512589 0.590977622725358 0.185114460350909 0.4386124998637 0.803331593458802 -0.267852116455605 0.586026510414815 1.79562801423673
132 -1.93401048114157 0.518683826005551 -0.361188376207697 -0.64274024038292 -0.436466803337415 -1.10573160039672 0.306262098432021 0.073979640534275
133 1.00540559893838 0.518683826005551 0.190211434153222 0.848928166089363 1.31862718986221 -0.873918276506348 0.539865382437654 0.312140998896447
134 0.873543946207514 0.674489429003497 -0.3468241820871 0.278332948319024 2.04453406544958 -1.24537818105358 0.493704254460493 -0.118271094529166
135 -1.02196736248302 -0.135076483929527 -0.563213856212488 -0.423691516123877 -0.4125975250299 0.662194110719037 -0.579192265493523 -1.31338200727429
136 1.46692139833085 0.986100626274276 0.0609336637144555 0.827557559665522 2.09086854687005 -0.036038792565229 0.446144304423418 -0.405212490146242
137 1.69767929308227 1.23538959281601 1.31895928461062 1.09469015679289 1.24842343013423 1.31434364238654 0.586026510414815 -1.45685270508282
138 -0.824174878441908 -0.613088067610244 0.499736707215538 0.314662978566379 0.851070150073832 -1.10573160039672 0.399983176446257 -0.0694910572742628
139 0.494441683480444 -0.0110552224424422 -0.072514359078631 0.306114737343191 -0.787485601977341 -1.61823455140738 0.959512000411845 -1.12256597918893
140 -0.0989357686428923 0.560439724782065 0.580824915651852 0.410830710839533 -0.951762399740826 0.290734206171808 0.213939842477699 0.121324970811092
141 0.214235662773931 0.986100626274276 0.122097337665513 -0.539092796198009 -0.482801284757885 0.570027367485514 0.725908716406212 -1.31338200727429
142 NA NA NA NA NA NA NA NA
143 -0.472543796251576 -0.27031574624983 -1.93383624980684 -0.659836729561038 -0.857689361705326 -0.0821221641819904 -0.76523559946208 -0.786844546316952
144 0.791130409542113 -0.218588281482553 0.372312379672757 0.342444767590547 -1.02196615946881 -0.407498697112458 -0.0196634415279343 -0.212961755082801
145 1.56581764035141 0.601572406137351 0.822699452950455 0.907697338803731 1.90412654599361 0.243254368748477 1.61276190239167 0.312140998896447
146 1.06034795506704 1.23538959281601 1.05484340920678 0.929067945227572 -0.4125975250299 1.03505048107284 0.865790922397609 0.551737064236706
147 0.549384039609108 0.799133907911809 0.586848610902158 -0.415143268168947 0.10129399617895 -1.47858797075052 -1.18488221743627 -0.692153885763317
148 -0.934059590699234 0.217667403421651 -0.711489433850167 -1.55847077579597 -1.48952319925719 -0.454978534535789 -0.439310059502125 -0.212961755082801
149 -0.12640694917963 0.362878223007606 0.337560290342908 -0.127708600660916 -0.342393765301915 -0.0821221641819904 0.586026510414815 -0.212961755082801
150 -0.956036531172774 -0.530199487478444 -0.478418761984201 -0.493145988684294 -0.811354880284856 0.430380786828661 -0.533031137516362 -0.835624583571855
151 NA NA NA NA NA NA NA NA
