"Subject" "zMU" "zBinding" "zOpSp" "zSenSp" "zPC" "zM" "zPS" "zC"
1 0.428510857115011 0.518683826005551 1.10349633193323 0.993179771230835 1.08414663237074 0.80184069137589 1.09939420640324 1.31643588355621
2 0.824095825197235 0.383444563685249 -0.141091816290336 -0.0358149856334848 -0.22585552415346 0.522547530062184 -0.71907447148492 -0.212961755082801
3 -1.02746159760141 0.186506279332017 -1.0803249438059 -0.939791685157312 -0.647078082521371 -1.47858797075052 -0.672913343507759 -0.739499216040135
5 0.0219374138512043 -0.872971808838858 -0.521047989460343 0.278332948319024 -0.0615787263899745 -0.454978534535789 1.65892303036883 -0.739499216040135
6 -1.62633328484313 -1.44446675606336 -4.12646138514026 -4.20308346716164 -2.16769151822953 -2.03717429337794 -2.63126422738732 0.121324970811092
7 1.38450786166545 1.23538959281601 1.36761221317542 0.989974176564802 2.3955528640895 2.43151628764137 2.49821626631721 2.17726007040744
8 1.51636951934113 -1.29925593647741 0.0748344971110547 0.368089497991851 0.265570793942436 1.12861369011293 1.09939420640324 -0.596028518231597
9 -1.351621499255 -0.219211507628893 -0.644765425372799 -1.08831740754451 -1.23257743865277 0.243254368748477 0.586026510414815 1.60337727917329
10 -0.96153076629116 -1.23631047087691 -0.556726800238185 -1.68135176778186 -0.155651764425475 -0.175685373222082 0.120218764463463 -0.261741792337704
11 -0.214314716018604 -0.717166205840912 0.146192118666739 0.143698120443912 -0.717281842249356 0.616110739102276 -0.253266725533568 1.55603194889647
12 -1.38458691491012 NA -1.49735000992574 0.100956900864489 -0.201986245845945 0.522547530062184 -0.159545647519331 0.312140998896447
13 -1.65929870049825 -2.80496127554325 -0.290294115376008 0.442886623841165 -1.9107457576251 -1.47858797075052 -1.51220657945614 -1.40950737480601
14 -0.895599939925726 -1.14345033347946 0.363045159354475 0.784816346817841 0.522516554546861 -0.036038792565229 0.0264976864492265 1.65215731642819
15 -1.3131618534263 -0.738355772664896 -1.89954752120099 -0.730359731432887 -1.18483888203774 -0.686791858426165 -1.27860329545051 -0.212961755082801
16 0.412028146815044 0.757378009135297 0.498809985767544 0.891669385668786 -0.155651764425475 1.91901333663072 0.306262098432021 -0.54868318795478
17 0.214235662773931 0.92377838682012 -0.138311646108005 -1.42597301327546 1.71598046992261 -0.407498697112458 1.75264410838307 0.360921036151351
18 -1.25821949235283 -2.17114408013948 -0.0447126864470817 -0.228150456911534 -0.460336081644931 -0.640708486809403 0.166379892440624 1.07827452519404
19 1.49988680904116 0.674489429003497 0.424672194029529 1.10537545663893 1.97433030572159 1.96649317405405 -0.0658245695050951 1.65215731642819
20 -0.714290161239769 -0.0528111212189553 0.695738491970023 0.0539415640393425 -1.30278119838075 0.80184069137589 0.773468666443287 0.791333129576964
21 0.329614615094455 -0.0939438025742414 0.749025027774788 0.346718891568011 -0.857689361705326 -0.686791858426165 -1.23244216747335 1.60337727917329
22 0.741682288531835 NA -0.749485054086344 -0.0016220140089917 0.803331593458802 -1.19929480943682 -0.71907447148492 0.551737064236706
23 -0.104430003761277 0.342311882329963 -0.403817609522189 -1.14494952163601 -1.16237367892478 -1.66431792302414 0.353822048469096 0.217450338342813
24 0.444993562470166 0.362878223007606 0.551633160848313 0.667278001389105 0.149032552793981 1.17469706172969 -0.533031137516362 0.934803827385502
25 0.774647704186957 0.300555983553449 0.458034201187388 1.01989303094357 -0.390132321916945 0.382900949405331 -0.113384519542171 0.312140998896447
26 -0.351670608812668 0.986100626274276 -0.829646541074665 -1.1299900978125 0.429847591705921 -0.267852116455605 0.306262098432021 0.934803827385502
27 NA NA NA NA NA NA NA NA
28 -0.1373954194164 0.850861363953973 0.782387029094296 0.880984079090995 -0.36626304360943 0.103607788091624 0.26010097045486 0.599082394513523
29 1.30758856011843 0.767972783822174 1.41626513590187 1.1694872826422 0.10129399617895 1.03505048107284 -0.393148931524965 -0.261741792337704
30 -0.186843540426678 1.0278565337759 0.193454965059549 -0.155490389685083 -0.109317283005005 2.19830649794442 0.725908716406212 -1.31338200727429
31 -1.46150621645714 -1.78723907742378 -0.446910197722327 -1.38857444698493 -0.927893121433311 0.197170997131716 -1.32476442342767 -1.45685270508282
32 0.049408594387942 0.736811668457653 0.0127441017120037 -0.328592313162153 -0.763616323669826 0.570027367485514 1.2854375403718 -1.12256597918893
33 0.197752957418776 0.643328304913863 1.11739717116818 0.891669385668786 0.125163274486466 -0.826438439083018 0.074057636486302 2.27338543793916
35 0.401039676578273 0.850861363953973 0.961707810269852 0.33603358499022 0.0788287930659957 1.96649317405405 -0.0658245695050951 -0.452557820423059
36 -0.659347805111106 -0.925322491027362 -1.76470941623591 -1.19089632914973 -0.927893121433311 -1.05964822877996 -0.393148931524965 1.89031867479036
37 1.13726725661406 1.0278565337759 -0.401500800063856 -0.361716748743474 0.311905275362906 0.197170997131716 1.33299749040888 0.742553092322061
38 -0.379141789349405 -0.779488445295067 -0.171210292541869 -0.870337212596894 0.10129399617895 -0.0821221641819904 -0.625353393470683 -1.83991946823162
39 1.08781913560378 0.570411282047715 0.344974073603555 0.310388854588914 0.219236312521966 -0.0821221641819904 0.679747588429051 -0.212961755082801
40 -0.890105704807341 0.217044177275311 -1.36899896093497 -0.501694229907482 -0.13178248611796 1.12861369011293 -1.13872108945911 -0.118271094529166
41 0.99441712870161 1.0278565337759 1.35139457032049 0.229180546139275 0.219236312521966 1.17469706172969 -0.205706775496492 -1.02644061165721
42 1.17023267226918 0.830295032001444 0.180480847272592 0.635222095119214 0.897404631494302 0.336817577788569 1.56520195235459 0.073979640534275
43 0.697728402639942 1.07958398981807 0.521978045320777 0.913039992092627 0.662924074002831 1.17469706172969 0.446144304423418 0.695207762045243
44 0.659268751866434 0.425200462461761 -0.560433691868509 -0.208916909110555 1.27229270844174 -0.361415325495697 0.399983176446257 0.599082394513523
45 0.049408594387942 -0.0945670199954675 0.322269374774319 -1.02954824156188 -0.763616323669826 0.290734206171808 0.493704254460493 0.26479566861963
46 0.675751462166401 0.757378009135297 0.0771513065693887 0.327485343767031 0.710662630617862 0.895403900415982 0.120218764463463 1.31643588355621
47 0.659268751866434 NA 0.638745064534934 0.848928166089363 1.99679550883455 1.0811338526896 0.353822048469096 -0.0694910572742628
48 -0.12640694917963 0.549844941370072 0.489079398886914 0.54973966269211 0.171497755906936 1.68720001274034 -0.0658245695050951 -0.786844546316952
49 -0.467049556188379 0.0718333576893561 0.528928462019077 -0.0550485334344643 1.59944222877415 1.12861369011293 -0.0658245695050951 0.982149157662319
50 -2.11532025982752 -2.95079531255043 -1.37316921328929 -1.33194233962517 -0.27219000557393 -0.873918276506348 -0.579192265493523 1.02949448793914
51 1.06034795506704 1.23538959281601 1.20775259992277 0.656592701543055 -0.0615787263899745 0.522547530062184 -0.625353393470683 -1.50419803535964
52 0.922992067217792 0.03070067633407 0.37879943564706 -0.0668023693236855 -0.717281842249356 -0.966085019739871 0.959512000411845 -1.7437941006999
53 1.61526576136168 0.571034508194056 0.621137339508011 0.891669385668786 1.06168142925779 1.03505048107284 1.75264410838307 -0.309087122614521
54 -2.10982602470914 -2.53510596832387 -4.06066409811089 -0.826527470437782 -1.46565392094968 -0.547145277769311 -1.88429324739326 -1.45685270508282
55 -0.456061085951609 -0.302100087760692 0.378336074923063 -0.0892415050589574 1.03781215095027 0.709673948142368 -0.0196634415279343 0.982149157662319
56 -1.23624255187929 -3.22065061976981 -1.11971064037572 -1.17486836928304 -1.8166727195896 -1.38502476171043 -1.79197099143894 -1.21725663974257
57 -0.362659079049438 -1.20577257293362 0.40938127846094 0.373432151280747 -0.4125975250299 -0.221768744838844 -2.67742535536448 0.121324970811092
58 -0.241785896555341 0.0930229245133397 0.742074611076488 0.763445740394 -0.4125975250299 -0.407498697112458 -1.04500001144487 0.121324970811092
59 -0.884611469688956 0.872050930777956 0.315318952237668 -0.249521063335375 1.69351526680965 -1.61823455140738 1.56520195235459 1.65215731642819
60 1.29110585476328 0.986100626274276 0.51734443224246 0.597823528828687 0.733127833730817 0.522547530062184 0.493704254460493 -0.261741792337704
61 0.791130409542113 0.986100626274276 0.485835873818938 0.506998449844429 -0.55300504448587 -0.780355067466256 -1.09255996148195 -0.979095281380393
62 -0.576934273390518 0.456984803972622 0.712882856272949 -0.232424574157257 0.311905275362906 0.243254368748477 -0.858956677476317 0.26479566861963
63 -0.532980387498624 -0.644872409121105 0.528928462019077 0.495244613955207 -0.998096881161296 -0.594625115192642 -0.858956677476317 0.695207762045243
64 -0.846151818915448 -0.530199487478444 0.278713420011833 0.656592701543055 0.382109035090891 0.80184069137589 -0.625353393470683 0.217450338342813
65 0.434005092233396 -0.447310907346646 -0.673030458728346 0.474942536842797 0.0788287930659957 1.3604270140033 1.51904082437743 -0.499903150699876
66 0.170281776882039 0.466956361238274 0.433939420186163 0.327485343767031 0.00862503333801059 2.43151628764137 2.45205513834005 0.742553092322061
67 -0.247280131673727 0.383444563685249 0.454790670281061 -0.261274899224597 -0.342393765301915 -0.734271695849495 0.725908716406212 1.12561985547086
68 0.115339420753375 -0.426744566669003 0.0423992172395398 -0.80622538659363 0.452312794818876 0.382900949405331 -0.205706775496492 0.599082394513523
69 NA NA NA NA -2.16769151822953 -1.38502476171043 -1.27860329545051 -1.12256597918893
70 -1.03295583271979 0.33171709891797 0.0447160208595223 0.357404191414061 0.0549595147584805 -0.50106190615255 1.19311528441748 0.647862431768426
71 0.648280281629663 0.518683826005551 0.742074611076488 -0.0550485334344643 1.06168142925779 0.476464158445422 1.51904082437743 0.551737064236706
